"Nama dan Tanggal","Nama","Tanggal","Rating","Review"
"MAMAN SULAEMAN MUCHLIS 17 Maret 2021 	","MAMAN SULAEMAN MUCHLIS","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Praktis, sangat membantu dikala ngga bisa keluar rumah/kantor"
"Leo Adhitia 24 April 2021 	","Leo Adhitia","24 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Muhdi Abdulatif 9 Maret 2021 	","Muhdi Abdulatif","9 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Saya puas sekali membuat kita lebih mudah untuk konsultasi kke dokter"
"Ida Waskandi 15 April 2021 	","Ida Waskandi","15 April 2021","Diberi rating 5 bintang dari 5 bintang","Responnya cepat ..."
"Emy Vidayanti 12 Februari 2021 	","Emy Vidayanti","12 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Senang konsultasi disini. Gak perlu anti dan khawatir ada contact"
"Pitur Andri Wibowo 19 April 2021 	","Pitur Andri Wibowo","19 April 2021","Diberi rating 5 bintang dari 5 bintang","sangat membantu sekali"
"yunita dyah utami 18 April 2021 	","yunita dyah utami","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Pengiriman nya cepat"
"Luminta Motor 30 Maret 2021 	","Luminta Motor","30 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dengan cepat kebutuhan obat obatan dan konsultasi kesehatan"
"Lestari Hastuti 5 April 2021 	","Lestari Hastuti","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Selamat pagi sertifikat tidak bisa dibuka pada vaksin 1"
"Rini Rohaeni 15 April 2021 	","Rini Rohaeni","15 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu. Thx"
"M RS 29 Maret 2021 	","M RS","29 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali ya Di tengah pandemi seperti ini"
"zaka wijaya 8 Maret 2021 	","zaka wijaya","8 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Terima kasih halodoc , sangat membantu sekali saat pandemic .🙏"
"Alika Putri 14 April 2021 	","Alika Putri","14 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali"
"hari sirait 24 April 2021 	","hari sirait","24 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu 👍👍"
"Azzahra Adjeng 28 Maret 2021 	","Azzahra Adjeng","28 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Terimakasih halodoc saya komplain dan cs nya cepat menanggapi 🙏"
"Novi Taufik 7 April 2021 	","Novi Taufik","7 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali"
"Bapaknya janda 6 April 2021 	","Bapaknya janda","6 April 2021","Diberi rating 3 bintang dari 5 bintang","Baru minta chat ga d bls sm dokternya eh saldo tetap di kurang in.. Dodol. Emang"
"Sugesti Oktora 21 April 2021 	","Sugesti Oktora","21 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Suparman Karsaman 23 Maret 2021 	","Suparman Karsaman","23 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Baru pertama kali pakai aplikasi ini, cukup lancar & informatif"
"Ferdhi Syofyandi 18 April 2021 	","Ferdhi Syofyandi","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Keren praktis terpercaya"
"Selvie Lahea 12 April 2021 	","Selvie Lahea","12 April 2021","Diberi rating 5 bintang dari 5 bintang","Amat sangat membantu"
"Muhammad Fachrullah 15 Maret 2021 	","Muhammad Fachrullah","15 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi yg sangat membantu sekali, jika kondisi sedang bedrest"
"Difa Ratih 2 Maret 2021 	","Difa Ratih","2 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya bsa menjelaskan dgn baik dan semoga anak saya lekas sembuh"
"ahmad fahmi 16 Maret 2021 	","ahmad fahmi","16 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi dan layanan hallo doc sangat membantu sekali smga smkin sukses ya"
"Vie erliana 14 Maret 2021 	","Vie erliana","14 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi yg sangat membantu... respon cepat, pengiriman cepat"
"Zeny Adira 7 Maret 2021 	","Zeny Adira","7 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi ini sangat membantu bagi pasien yang tidak bsa berpegian"
"Talita Putri 22 Februari 2021 	","Talita Putri","22 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya baik, penjelasannya sangat jelas dan sangat membantu"
"malik abdurrahman 19 Februari 2021 	","malik abdurrahman","19 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Terimakasih.halodoc mudah mudahan cepet sembuh penyakit saya."
"Listia Ningrum 26 Maret 2021 	","Listia Ningrum","26 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Pelayanan yang sangat baik .. trmksh dokter hallodoc"
"Janner Simamora 4 April 2021 	","Janner Simamora","4 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat cepat dan bagus"
"Hdr. Setiadi 6 April 2021 	","Hdr. Setiadi","6 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membatu sx..."
"Dwi Kurniawati Ramdani 5 Maret 2021 	","Dwi Kurniawati Ramdani","5 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi yg banyak manfaatnya, bagus dan sangat mudah di gunakan"
"Resti Ayunda 15 Maret 2021 	","Resti Ayunda","15 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Seneng banget bisa curhat dada plong rasa nya...thanks dr thanks halo doc"
"Rhanty 16nr 20 Februari 2021 	","Rhanty 16nr","20 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Terimakasih sangat membantu sekali di saat pandemi seperti ini."
"Sophia Sophia 3 April 2021 	","Sophia Sophia","3 April 2021","Diberi rating 5 bintang dari 5 bintang","pelayanannya sangat memuaskan dan petugasnya sangat ramah.Terima kasih Halodoc"
"AL fattah family 7 Maret 2021 	","AL fattah family","7 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat2 membantu & membuat saya tenang dengan informasi & solusinya"
"reza sinaga 11 April 2021 	","reza sinaga","11 April 2021","Diberi rating 5 bintang dari 5 bintang","Dokter hewan nya ramah bgttt"
"Ĺiyanah Kurniawati 17 Maret 2021 	","Ĺiyanah Kurniawati","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu disaat pendemi skg ini,krn utk ke rs msh was was."
"Mental Attitude 24 Maret 2021 	","Mental Attitude","24 Maret 2021","Diberi rating 5 bintang dari 5 bintang","FAST RESPON,Dokter nya juga ramah & ngejelasin secara detail"
"Arie Purwito 29 Maret 2021 	","Arie Purwito","29 Maret 2021","Diberi rating 3 bintang dari 5 bintang","Apk bagus tapi tidak untuk wilayah Lombok barat."
"isnaenni - 19 Maret 2021 	","isnaenni -","19 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu, apalagi di masa pandemi seperti sekarang ini"
"Chevin Turner 16 Maret 2021 	","Chevin Turner","16 Maret 2021","Diberi rating 2 bintang dari 5 bintang","Saya kira chat dengan dokter gratis, tak tau nya semua bayar 😂😂"
"Nathali Chris 25 Maret 2021 	","Nathali Chris","25 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dan semua dokternya cukup jelas dan sabar."
"Sinta Sari 10 Maret 2021 	","Sinta Sari","10 Maret 2021","Diberi rating 5 bintang dari 5 bintang","App yg sangat membantu Palagi dalam kondisi pandemi seperti ini Semua RS jd rujukan Copid"
"S Widya 24 Maret 2021 	","S Widya","24 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Informasi dan advise nya sangat membantu, terima kasih dok"
"Wulan Misc 4 Maret 2021 	","Wulan Misc","4 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Ok sangat membantu tidak perlu keluar rumah untuk menemui dokter"
"Ayu Dinasty 26 Maret 2021 	","Ayu Dinasty","26 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Halo doc.gmn kok sy sdh byr gopay tp docternya tdk merespon terus dikemanain duit gopay sy.kok sy hrs byr terus klo mau ganti docter.gmn dong"
"sona purwana 18 April 2021 	","sona purwana","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Membantu sekali.."
"Rafadzan & Khainan 4 Maret 2021 	","Rafadzan & Khainan","4 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Knp pembayaran gagal uang udh kepotong nanya k dokter nya kagak ... ah ga beres !"
"Syaf Rhina 16 Maret 2021 	","Syaf Rhina","16 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Bagus sekali, sangat membantu di masa pandemic seperti ini"
"aditia rahman insan kamil 22 Maret 2021 	","aditia rahman insan kamil","22 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Mantaap sangat membantu sekali terimakasih semoga makin sukses"
"Brigitha Angela 24 Februari 2021 	","Brigitha Angela","24 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Membantu saat tidak bisa keluar untuk membeli obat langsung."
"rizuu misaki 18 Maret 2021 	","rizuu misaki","18 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Mantap, sangat responsif aplikasinya, nggak lambat loading"
"Nazwa Elysa 31 Maret 2021 	","Nazwa Elysa","31 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu apalagi disaat yang saat mendesak"
"amaliah heng 13 April 2021 	","amaliah heng","13 April 2021","Diberi rating 5 bintang dari 5 bintang","Memudahkan..trimakasih atas layanannnya.."
"irene santi 17 April 2021 	","irene santi","17 April 2021","Diberi rating 5 bintang dari 5 bintang","Ok sangat membantu"
"Rika Yuniarti 16 Februari 2021 	","Rika Yuniarti","16 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Mantap, aplikasi ini cepat tanggap. Terima kasih halodoc"
"eko budiono 15 Februari 2021 	","eko budiono","15 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Pelayanan dan respon dokter serta apotik sangat baik dan cepat"
"johanes junior 1 April 2021 	","johanes junior","1 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu pada saat pandemi saran responsif"
"SWO PPT 7 April 2021 	","SWO PPT","7 April 2021","Diberi rating 5 bintang dari 5 bintang","Ok banget dokternya"
"Aulia Gusti Devina 23 Maret 2021 	","Aulia Gusti Devina","23 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Saya sangat puas konsultasi di aplikasi haldoc layanannya cepat"
"Unlimited FunLife 19 Maret 2021 	","Unlimited FunLife","19 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sdh ketemu. Kalo bisa pengembangan bisa video call keren"
"Daniel Cahyadi 20 Februari 2021 	","Daniel Cahyadi","20 Februari 2021","Diberi rating 1 bintang dari 5 bintang","Barang selalu gak ada padahal sudah bayar.. respon jelek"
"Rizkiana Aisyah 13 Februari 2021 	","Rizkiana Aisyah","13 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Terimakasih dengan ada nya aplikasi ini saya sangat terbantu"
"Anandita Ekr 4 Maret 2021 	","Anandita Ekr","4 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Bagus, pengiriman pesanan cepat. Banyak diskon huhuhu"
"Ngit Tjia 23 Maret 2021 	","Ngit Tjia","23 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Pelayanan baik dan cepat. Kirim juga cepat.terima kasih"
"Sonya Tjandi 25 Februari 2021 	","Sonya Tjandi","25 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya baik dan tdk ribet, kami tdk hrs keluar rumah"
"Edaes Terpan 21 Februari 2021 	","Edaes Terpan","21 Februari 2021","Diberi rating 5 bintang dari 5 bintang","dokternya cepat tanggap.....dan ramah serta memuaskan .."
"ARIMBI ARIMBI 6 Maret 2021 	","ARIMBI ARIMBI","6 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dr nya baik . Mau menjawab semua pertanyaan dengan sabar"
"masagus lukman 11 April 2021 	","masagus lukman","11 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat memudahkan"
"Li ii 29 Maret 2021 	","Li ii","29 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dg kondisi yg sibuk ditambah pandemi"
"Sri HandayaniBhe 15 Februari 2021 	","Sri HandayaniBhe","15 Februari 2021","Diberi rating 4 bintang dari 5 bintang","Penyelamat dikala obat yg dicari di apotik terdekat kosong. 👍👍"
"Nurdeen Mo 24 Februari 2021 	","Nurdeen Mo","24 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Terima kasih halodoc. Semoga semakin maju dan terus berkembang."
"bamz pebrint 22 Maret 2021 	","bamz pebrint","22 Maret 2021","Diberi rating 2 bintang dari 5 bintang","Udah donwload resep digital tapi gak ada di di document padahal keterangannya udah terunduh masuk di document 😥"
"Apritasari Saputri 30 Maret 2021 	","Apritasari Saputri","30 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi yang sangat membantu dan memudahkan masyarakat"
"Permatasari Anial 4 Maret 2021 	","Permatasari Anial","4 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Membantu, meringankan beban walau saya sedang di rumah"
"Mery Kristiana 18 Maret 2021 	","Mery Kristiana","18 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Udah 2 x konsultasi disini, semoga selalu menjadi baik"
"Nur Al Qadri 13 April 2021 	","Nur Al Qadri","13 April 2021","Diberi rating 5 bintang dari 5 bintang","Oke, bs dicoba"
"Dapur Mamamichi 23 Februari 2021 	","Dapur Mamamichi","23 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dalam mencari informasi tentang kesehatan. Terimakasih"
"Asrul Sani Latif Said 19 Maret 2021 	","Asrul Sani Latif Said","19 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat amat membantu...seneng deh, Terimakasih Halodoc"
"livi batas 25 Maret 2021 	","livi batas","25 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Cepat di tanggapi, puas konsultasi di halodoc terima kasih"
"Fauzia Inayah 18 April 2021 	","Fauzia Inayah","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat bermamfaat"
"bensol LR 7 April 2021 	","bensol LR","7 April 2021","Diberi rating 1 bintang dari 5 bintang","Nunggu dokter chat lama benerr padahal udàh bayar registrasi"
"anggoro susilo 19 Februari 2021 	","anggoro susilo","19 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Membantu dalam pembelian obat dan konsultasi dengan dokter"
"kasda fri 21 April 2021 	","kasda fri","21 April 2021","Diberi rating 5 bintang dari 5 bintang","Mantaps cepet sampe obatnya.."
"Indah Fitri 19 April 2021 	","Indah Fitri","19 April 2021","Diberi rating 5 bintang dari 5 bintang","Bagus, membantu"
"Puput Dwifajar putranto 4 Maret 2021 	","Puput Dwifajar putranto","4 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Prabayar menggunakn Ovo.. gimna mau Komen ke dokter nya. Hu payah."
"atiyyah rahma 7 Maret 2021 	","atiyyah rahma","7 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Ribet ini aplikasi. Nyambungin ke gopay aja susah banget"
"ary pramita wulandari 5 April 2021 	","ary pramita wulandari","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat bermanfaat. Bagus sekali aplikasinya"
"bangun triwijayanto 8 April 2021 	","bangun triwijayanto","8 April 2021","Diberi rating 5 bintang dari 5 bintang","Luar biasa aplikasi ini, inovasi anak bangsa yang sangat hebat. Sangat membantu masyarakat Indonesia untuk mempermudah mendapatkan akses layanan kesehatan. Fitur - fiturnya sangat membantu, Apa lagi ditengah pandemi ini. Aplikasi Halodoc sangat membantu bisa berobat tanpa harus datang dan mengantri ... Ulasan Lengkap"
"kang huda 16 April 2021 	","kang huda","16 April 2021","Diberi rating 5 bintang dari 5 bintang","semoga bisa membantu,"
"Kiano dewantoro Kiano dewantoro 17 Maret 2021 	","Kiano dewantoro Kiano dewantoro","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdullilah .... Aplikasi yang sangat bagusss..."
"Suwartono Suwartono 5 April 2021 	","Suwartono Suwartono","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Bagus aplikasinya"
"Bunda Gibran Ismono 16 Februari 2021 	","Bunda Gibran Ismono","16 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Keren deh aplikasi halodoc.. Bisa untuk keadaan urgent.."
"sonia abah 16 April 2021 	","sonia abah","16 April 2021","Diberi rating 5 bintang dari 5 bintang","Lumayan membantu"
"Homecare Lampung 6 Maret 2021 	","Homecare Lampung","6 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Puas sekali berkonsultasi dengan dokter di hallo dok."
"Zulhiah Yulia 20 April 2021 	","Zulhiah Yulia","20 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat memuaskan"
"gligir lima 9 April 2021 	","gligir lima","9 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat bermanfaat"
"pepen sentoso 20 Maret 2021 	","pepen sentoso","20 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi ini sangat membantu sekali,terima kasih halodoc 👍👍"
"Patarun Alim 17 April 2021 	","Patarun Alim","17 April 2021","Diberi rating 5 bintang dari 5 bintang","sangat membatu."
"Della Rurisnainy 1 April 2021 	","Della Rurisnainy","1 April 2021","Diberi rating 3 bintang dari 5 bintang","Ngomong2 Halodoc tidak menyediakan Kelender Menstruasi lagi ya?"
"Dara Vikadrajani 20 April 2021 	","Dara Vikadrajani","20 April 2021","Diberi rating 5 bintang dari 5 bintang","membantu sekali"
"Tyagita Indrasswastya 6 Maret 2021 	","Tyagita Indrasswastya","6 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Terima kasih fast respon, dokter spog dan resepnya cocok 😊🙏🏻"
"Andre Herwanto 17 Maret 2021 	","Andre Herwanto","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Bagus mantap, waktunya kalau bisa di tambah lagi."
"Heni Rahayu 28 Maret 2021 	","Heni Rahayu","28 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Penjelasan yang di berikan cukup di mengerti"
"Mabaul Figi 13 April 2021 	","Mabaul Figi","13 April 2021","Diberi rating 4 bintang dari 5 bintang","membantu sekali"
"Charles Tan 27 Maret 2021 	","Charles Tan","27 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Semua pertanyaan di jawab dengan lugas dan jelas"
"Adela Rifani 18 Februari 2021 	","Adela Rifani","18 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Senang sekalii akhirnya saya bisa konsultasi dengan mudah"
"Ira Fazira Make Up 8 Maret 2021 	","Ira Fazira Make Up","8 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Ga bisa daftar, gagal terus. Padahal sinyal lancar"
"komar udin 30 Maret 2021 	","komar udin","30 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Semoga anak saya cocok dengan obat yg dokter anak resepkan"
"Kiano Achmad Diary 16 Maret 2021 	","Kiano Achmad Diary","16 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu, mudah digunakan..mantapp pokonya"
"ADE RUKMANA 14 April 2021 	","ADE RUKMANA","14 April 2021","Diberi rating 5 bintang dari 5 bintang","Pelayanan cepat"
"mom vid 9 April 2021 	","mom vid","9 April 2021","Diberi rating 5 bintang dari 5 bintang","sangat membantu.."
"silvia natali 5 Maret 2021 	","silvia natali","5 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi yang sangat membantu. Terima kasih Halodoc!"
"Hendrick Cendikia 10 April 2021 	","Hendrick Cendikia","10 April 2021","Diberi rating 5 bintang dari 5 bintang","Memudahkan di kala pandemi"
"Wijayanti Lilis 12 April 2021 	","Wijayanti Lilis","12 April 2021","Diberi rating 1 bintang dari 5 bintang","Lemot ga bisa dibuka ngelag"
"sari trending mom 21 Februari 2021 	","sari trending mom","21 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Praktis, tdk usah antri ke dokter. Cepat respons"
"Nesia Nelar 9 April 2021 	","Nesia Nelar","9 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu!"
"Pheter Fonny 27 Maret 2021 	","Pheter Fonny","27 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya ramah dan cepat respon. Makasih"
"Samini Sukino 14 April 2021 	","Samini Sukino","14 April 2021","Diberi rating 5 bintang dari 5 bintang","Cukup membantu"
"Sugito 1966 16 Februari 2021 	","Sugito 1966","16 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Beli obat 24jam jadi gampang tanpa ribet ..makasih halodoc 💝"
"Dewi Rahmawaty 10 Maret 2021 	","Dewi Rahmawaty","10 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Baru pake sekali buat konsul dan hasilnya bagus banget"
"Bayrudyn Yonthaipur 6 April 2021 	","Bayrudyn Yonthaipur","6 April 2021","Diberi rating 5 bintang dari 5 bintang","Pelayanan prima"
"Titi Sumarni 17 Maret 2021 	","Titi Sumarni","17 Maret 2021","Diberi rating 4 bintang dari 5 bintang","membantu sekali dalam mengetahui kondisi awal penyakit"
"Firman Setiawan 7 Maret 2021 	","Firman Setiawan","7 Maret 2021","Diberi rating 5 bintang dari 5 bintang","sangat membantu sekali disaat situasi pandemi saat ini"
"Agneta Wenas 16 April 2021 	","Agneta Wenas","16 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu👌👌👌"
"ajar satrio 11 April 2021 	","ajar satrio","11 April 2021","Diberi rating 5 bintang dari 5 bintang","Sejauh ini oke"
"Yoyo Danco 20 April 2021 	","Yoyo Danco","20 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Syscayulianawati Yulia 9 Maret 2021 	","Syscayulianawati Yulia","9 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokter nya cepat tanggap dan mau mendengarkan keluhan"
"Retno Kustiah 17 Maret 2021 	","Retno Kustiah","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Membantu disaat yang tepat. Sukses terus halodoc."
"Nuril Chusna 15 April 2021 	","Nuril Chusna","15 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Agus Karyana 6 April 2021 	","Agus Karyana","6 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Rahma Sinta 18 April 2021 	","Rahma Sinta","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Dam Action 5 April 2021 	","Dam Action","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Rina Aja Rina 9 April 2021 	","Rina Aja Rina","9 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Kartika Primasari 16 April 2021 	","Kartika Primasari","16 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Devara 20 April 2021 	","Devara","20 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Sutarida Anamaria Yolanda 20 April 2021 	","Sutarida Anamaria Yolanda","20 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"U K 17 Maret 2021 	","U K","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Respon dokter ramah dan cepat. Semoga sukses selalu😊"
"Edward Ariady Gunawan 5 April 2021 	","Edward Ariady Gunawan","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Diah Rosmalina 5 Maret 2021 	","Diah Rosmalina","5 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi yg sangat dibutuhkan tanpa harus datang ke RS"
"Suyanto Yanto 21 April 2021 	","Suyanto Yanto","21 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"DESSY PUSPITA 24 Maret 2021 	","DESSY PUSPITA","24 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Memuaskan , cepat sampai dan obat apapun tersedia"
"Giet Marc 12 April 2021 	","Giet Marc","12 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"utomo ibe 15 April 2021 	","utomo ibe","15 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Siibungsu Rekas 6 April 2021 	","Siibungsu Rekas","6 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Pandji Sepdiono 15 April 2021 	","Pandji Sepdiono","15 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Yas Mine 18 April 2021 	","Yas Mine","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membatu"
"Wati 19 Februari 2021 	","Wati","19 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Halodock sangat membantu sekali di saat kita LG sakit"
"Mumuh Muhidin 14 April 2021 	","Mumuh Muhidin","14 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Yuni Yemima 25 Februari 2021 	","Yuni Yemima","25 Februari 2021","Diberi rating 1 bintang dari 5 bintang","Kayak apa cara menggunakan metode tanpa perbayar yok?"
"Rima Maftuhatul Fauziyah 11 April 2021 	","Rima Maftuhatul Fauziyah","11 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Yoyok Viyo 15 April 2021 	","Yoyok Viyo","15 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Dessy Sugiarto 5 April 2021 	","Dessy Sugiarto","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Putri Artamevia 6 April 2021 	","Putri Artamevia","6 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Muhammad Nasrodin 25 Februari 2021 	","Muhammad Nasrodin","25 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Wah sangat membantu dalam berobat di masa pandemi ini"
"zulfa putri rizqiyah 21 April 2021 	","zulfa putri rizqiyah","21 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Ariesta Riendrias 20 Februari 2021 	","Ariesta Riendrias","20 Februari 2021","Diberi rating 4 bintang dari 5 bintang","Terima kasih banyak buat dokternya yg baik dan ramah."
"gita mustika 13 Maret 2021 	","gita mustika","13 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi sangat membantu apalg disaat pandemi sprti ini. 👍👍👍👍👍"
"Indah Stephanie 25 Februari 2021 	","Indah Stephanie","25 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Layanan konsultasi kesehatan yg gercep dan simpel banget"
"Dinda Mariska Putri 17 April 2021 	","Dinda Mariska Putri","17 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu 🙏"
"Nurul Agustina 21 April 2021 	","Nurul Agustina","21 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu 🙏"
"febby cahyani 6 April 2021 	","febby cahyani","6 April 2021","Diberi rating 5 bintang dari 5 bintang","sangat membantu"
"Arief Syarifuddin 23 Maret 2021 	","Arief Syarifuddin","23 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Membantu sekali apalagi di saat pandemi seperti ini"
"eddy pranoto 13 April 2021 	","eddy pranoto","13 April 2021","Diberi rating 5 bintang dari 5 bintang","Cepat dan.praktis"
"Athalia Wijaya 5 Maret 2021 	","Athalia Wijaya","5 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu apalagi di masa pandemi seperti ini"
"Dayana Sugianto 17 Februari 2021 	","Dayana Sugianto","17 Februari 2021","Diberi rating 4 bintang dari 5 bintang","Seru sih ngobrol bareng dokternya jadi ada temen curhat😭🤣🥺"
"Ilham Kurnia 23 Februari 2021 	","Ilham Kurnia","23 Februari 2021","Diberi rating 4 bintang dari 5 bintang","Dokter nya baik ramah dan cukup puas atas solusinya"
"vi en 17 April 2021 	","vi en","17 April 2021","Diberi rating 5 bintang dari 5 bintang","sangat membantu"
